title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Anna,"$31,626,978","$7,743,794",24.5%,"$23,883,184",75.5%,Yes
My Dear Liar,"$31,177,968","$90,545",0.3%,"$31,087,423",99.7%,Yes
The Wild Goose Lake,"$31,064,835","$12,573",<0.1%,"$31,052,262",100%,Yes
My Hero Academia: Heroes Rising,"$29,971,229","$13,304,000",44.4%,"$16,667,229",55.6%,Yes
Fall In Love At First Kiss,"$29,206,238",-,-,"$29,206,238",100%,Yes
Gully Boy,"$28,299,498","$5,566,534",19.7%,"$22,732,964",80.3%,Yes
Kim Ji-young: Born 1982,"$27,696,393",-,-,"$27,696,393",100%,Yes
Pokémon: Mewtwo Strikes Back - Evolution,"$27,347,118",-,-,"$27,347,118",100%,Yes
Almost a Comedy,"$26,990,962",-,-,"$26,990,962",100%,Yes
Total Dhamaal,"$26,911,995","$2,167,632",8.1%,"$24,744,363",91.9%,Yes
Missing Link,"$26,565,710","$16,649,539",62.7%,"$9,916,171",37.3%,Yes
No Manches Frida 2,"$26,493,648","$9,270,920",35%,"$17,222,728",65%,Yes
The Confidence Man JP,"$26,228,317",-,-,"$26,228,317",100%,Yes
The Confidence Man JP: The Movie,"$25,958,189",-,-,"$25,958,189",100%,Yes
"The Gangster, the Cop, the Devil","$25,775,371","$216,494",0.8%,"$25,558,877",99.2%,Yes
Bodies at Rest,"$25,293,853",-,-,"$25,293,853",100%,Yes
Booksmart,"$24,959,607","$22,680,962",90.9%,"$2,278,645",9.1%,Yes
Super 30,"$24,701,637","$2,269,878",9.2%,"$22,431,759",90.8%,Yes
Skyfire,"$24,444,590","$1,105",<0.1%,"$24,443,485",100%,Yes
Start-Up,"$24,106,579",-,-,"$24,106,579",100%,Yes
Pinocchio,"$23,841,090","$1,831,718",7.7%,"$22,009,372",92.3%,Yes
A Rainy Day in New York,"$23,805,899",-,-,"$23,805,899",100%,Yes
The Peanut Butter Falcon,"$23,712,090","$20,457,151",86.3%,"$3,254,939",13.7%,Yes
Little White Lies 2,"$23,623,665",-,-,"$23,623,665",100%,Yes
Ossan's Love: Love or Dead,"$23,422,744",-,-,"$23,422,744",100%,Yes
Only Cloud Knows,"$23,414,998",-,-,"$23,414,998",100%,Yes
Dark Waters,"$23,108,017","$11,136,084",48.2%,"$11,971,933",51.8%,Yes
The Farewell,"$23,076,657","$17,695,781",76.7%,"$5,380,876",23.3%,Yes
The Knight of Shadows: Between Yin and Yang,"$22,936,257",-,-,"$22,936,257",100%,Yes
Black and Blue,"$22,741,061","$22,055,313",97%,"$685,748",3%,Yes
Late Night,"$22,386,555","$15,499,454",69.2%,"$6,887,101",30.8%,Yes
Unplanned,"$21,585,326","$19,005,109",88%,"$2,580,217",12%,Yes
Crazy Romance,"$21,386,368",-,-,"$21,386,368",100%,Yes
Shaft,"$21,360,215","$21,360,215",100%,-,-,No
Hotel Mumbai,"$21,314,816","$9,651,611",45.3%,"$11,663,205",54.7%,Yes
Integrity,"$21,290,004",-,-,"$21,290,004",100%,Yes
The Secret Mission,"$21,083,522",-,-,"$21,083,522",100%,Yes
This Is Tomas,"$20,084,169",-,-,"$20,084,169",100%,Yes
The Specials,"$19,363,826",-,-,"$19,363,826",100%,Yes
Always Miss You,"$19,015,465","$91,884",0.5%,"$18,923,581",99.5%,Yes
An Officer and a Spy,"$18,899,214",-,-,"$18,899,214",100%,Yes
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$18,738,951",-,-,"$18,738,951",100%,Yes
Greta,"$18,653,107","$10,532,219",56.5%,"$8,120,888",43.5%,Yes
