title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
The Magic Tuche,"$47,427,990",-,-,"$47,427,990",100%,Yes
Golden Job,"$47,287,851","$285,795",0.6%,"$47,002,056",99.4%,Yes
Mary Queen of Scots,"$46,712,809","$16,468,499",35.3%,"$30,244,310",64.7%,Yes
Uncle Drew,"$46,664,414","$42,469,946",91%,"$4,194,468",9%,Yes
Acrimony,"$46,403,669","$43,549,096",93.8%,"$2,854,573",6.2%,Yes
Asterix: The Secret of the Magic Potion,"$46,214,433","$1,271,953",2.8%,"$44,942,480",97.2%,Yes
Bajrangi Bhaijaan 2018 Re-release,"$45,579,004",-,-,"$45,579,004",100%,Yes
Winchester,"$44,019,588","$25,091,816",57%,"$18,927,772",43%,Yes
Annihilation,"$43,070,915","$32,732,301",76%,"$10,338,614",24%,Yes
The Possession of Hannah Grace,"$43,016,528","$14,837,422",34.5%,"$28,179,106",65.5%,Yes
Long Day's Journey Into Night,"$42,140,994","$521,365",1.2%,"$41,619,629",98.8%,Yes
Overlord,"$41,657,844","$21,704,844",52.1%,"$19,953,000",47.9%,Yes
The Great Battle,"$41,509,280","$472,166",1.1%,"$41,037,114",98.9%,Yes
The Darkest Minds,"$41,142,379","$12,695,691",30.9%,"$28,446,688",69.1%,Yes
"Lost, Found","$41,043,552",-,-,"$41,043,552",100%,Yes
Holmes & Watson,"$40,466,970","$30,573,626",75.6%,"$9,893,344",24.4%,Yes
Intimate Strangers,"$39,576,060",-,-,"$39,576,060",100%,Yes
Thugs of Hindostan,"$39,570,044","$1,449,848",3.7%,"$38,120,196",96.3%,Yes
Sink or Swim,"$39,193,850",-,-,"$39,193,850",100%,Yes
Show Dogs,"$39,156,854","$17,857,020",45.6%,"$21,299,834",54.4%,Yes
Believer,"$39,047,153","$365,639",0.9%,"$38,681,514",99.1%,Yes
The Spy Gone North,"$38,844,509","$500,803",1.3%,"$38,343,706",98.7%,Yes
On the Basis of Sex,"$38,673,750","$24,622,687",63.7%,"$14,051,063",36.3%,Yes
Taxi 5,"$38,598,227",-,-,"$38,598,227",100%,Yes
Fat Buddies,"$37,496,410",-,-,"$37,496,410",100%,Yes
Till The End Of The World,"$37,013,733","$118,660",0.3%,"$36,895,073",99.7%,Yes
2.0,"$36,945,969","$4,152,000",11.2%,"$32,793,969",88.8%,Yes
Nothing to Lose,"$36,075,317","$1,016,188",2.8%,"$35,059,129",97.2%,Yes
Mia and the White Lion,"$35,487,190","$399,471",1.1%,"$35,087,719",98.9%,Yes
The Girl in the Spider's Web,"$35,164,920","$14,841,338",42.2%,"$20,323,582",57.8%,Yes
The Hate U Give,"$34,934,009","$29,719,483",85.1%,"$5,214,526",14.9%,Yes
Nobody's Fool,"$33,705,333","$31,713,110",94.1%,"$1,992,223",5.9%,Yes
Baaghi 2,"$33,139,063","$1,319,579",4%,"$31,819,484",96%,Yes
The Hurricane Heist,"$32,517,248","$6,115,825",18.8%,"$26,401,423",81.2%,Yes
All About Me,"$31,920,159",-,-,"$31,920,159",100%,Yes
Bad Times at the El Royale,"$31,882,724","$17,839,115",56%,"$14,043,609",44%,Yes
Beautiful Boy,"$31,711,319","$7,649,973",24.1%,"$24,061,346",75.9%,Yes
Hunter Killer,"$31,672,678","$15,767,460",49.8%,"$15,905,218",50.2%,Yes
Super Troopers 2,"$31,626,386","$30,617,396",96.8%,"$1,008,990",3.2%,Yes
The Strangers: Prey at Night,"$31,039,126","$24,586,708",79.2%,"$6,452,418",20.8%,Yes
Gintama 2: Rules are Made to be Broken,"$30,896,653",-,-,"$30,896,653",100%,Yes
The Way of the Bug,"$30,355,804",-,-,"$30,355,804",100%,Yes
Clergy,"$30,114,115",-,-,"$30,114,115",100%,Yes
Ice,"$29,806,210",-,-,"$29,806,210",100%,Yes
Free Solo,"$29,390,279","$17,541,090",59.7%,"$11,849,189",40.3%,Yes
Dark Figure of Crime,"$29,176,133",-,-,"$29,176,133",100%,Yes
Pad Man,"$29,045,020","$1,670,192",5.8%,"$27,374,828",94.2%,Yes
Mirai,"$28,756,961","$812,794",2.8%,"$27,944,167",97.2%,Yes
Default,"$27,694,043","$203,775",0.7%,"$27,490,268",99.3%,Yes
One Cut of the Dead,"$27,590,180","$52,406",0.2%,"$27,537,774",99.8%,Yes
The Happytime Murders,"$27,506,452","$20,706,452",75.3%,"$6,800,000",24.7%,Yes
Midnight Sun,"$27,365,467","$9,561,064",34.9%,"$17,804,403",65.1%,Yes
VIP Policeman,"$27,222,681",-,-,"$27,222,681",100%,Yes
My Neighbor Totoro 2018 Re-release,"$27,083,857","$1,144,649",4.2%,"$25,939,208",95.8%,Yes
The Faces of My Gene,"$26,796,279",-,-,"$26,796,279",100%,Yes
Badhaai Ho,"$26,125,610",-,-,"$26,125,610",100%,Yes
Hichki,"$26,055,222","$330,279",1.3%,"$25,724,943",98.7%,Yes
Champions,"$25,962,612",-,-,"$25,962,612",100%,Yes
White Boy Rick,"$25,957,482","$24,011,188",92.5%,"$1,946,294",7.5%,Yes
"Paul, Apostle of Christ","$25,915,966","$17,560,475",67.8%,"$8,355,491",32.2%,Yes
Keys to the Heart,"$25,375,866","$75,134",0.3%,"$25,300,732",99.7%,Yes
Stan & Ollie,"$24,420,923","$5,470,235",22.4%,"$18,950,688",77.6%,Yes
The Witch: Part 1 - The Subversion,"$24,340,302",-,-,"$24,340,302",100%,Yes
The Accidental Detective 2: In Action,"$24,243,825","$179,045",0.7%,"$24,064,780",99.3%,Yes
Killing for the Prosecution,"$23,929,620",-,-,"$23,929,620",100%,Yes
Pokémon the Movie: The Power of Us,"$23,740,788","$789,170",3.3%,"$22,951,618",96.7%,Yes
The Guernsey Literary and Potato Peel Pie Society,"$23,148,937",-,-,"$23,148,937",100%,Yes
The Crimes That Bind,"$23,144,130",-,-,"$23,144,130",100%,Yes
New Happy Dad and Son 3: Adventure in Russia,"$23,130,469",-,-,"$23,130,469",100%,Yes
Padmaavat,"$22,991,060","$11,846,060",51.5%,"$11,145,000",48.5%,Yes
Won't You Be My Neighbor?,"$22,844,741","$22,835,787",100%,"$8,954",<0.1%,Yes
Europe Raiders,"$22,435,156",-,-,"$22,435,156",100%,Yes
Mojin: The Worm Valley,"$22,381,583","$101,516",0.5%,"$22,280,067",99.5%,Yes
Stree,"$22,075,730",-,-,"$22,075,730",100%,Yes
