title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
The Perfect Weapon,"$14,061,361","$14,061,361",100%,-,-,No
Drop Dead Fred,"$13,878,564","$13,878,334",100%,-,-,Yes
The Marrying Man,"$12,454,768","$12,454,768",100%,-,-,No
Shattered,"$11,511,031","$11,511,031",100%,-,-,No
Career Opportunities,"$11,336,986","$11,336,986",100%,-,-,No
One Good Cop,"$11,276,846","$11,276,846",100%,-,-,No
V.I. Warshawski,"$11,128,309","$11,128,309",100%,-,-,No
The Super,"$11,000,863","$11,000,863",100%,-,-,No
A Rage in Harlem,"$10,438,504","$10,438,504",100%,-,-,No
"He Said, She Said","$9,804,775","$9,804,775",100%,-,-,No
The Butcher's Wife,"$9,689,816","$9,689,816",100%,-,-,No
Scenes from a Mall,"$9,563,393","$9,563,393",100%,-,-,No
Guilty by Suspicion,"$9,480,198","$9,480,198",100%,-,-,No
Body Parts,"$9,188,150","$9,188,150",100%,-,-,No
Stone Cold,"$9,151,887","$9,151,887",100%,-,-,No
Warlock,"$9,094,451","$9,094,451",100%,-,-,No
Late for Dinner,"$8,906,823","$8,906,823",100%,-,-,No
The Five Heartbeats,"$8,750,400","$8,750,400",100%,-,-,No
Bingo,"$8,667,684","$8,667,684",100%,-,-,No
Nothing But Trouble,"$8,479,793","$8,479,793",100%,-,-,No
Black Robe,"$8,211,952","$8,211,952",100%,-,-,No
If Looks Could Kill,"$7,788,597","$7,788,597",100%,-,-,No
Strictly Business,"$7,683,267","$7,683,267",100%,-,-,No
Harley Davidson and the Marlboro Man,"$7,434,726","$7,434,726",100%,-,-,No
Wild Hearts Can't Be Broken,"$7,294,835","$7,294,835",100%,-,-,No
Rush,"$7,241,350","$7,241,350",100%,-,-,No
Suburban Commando,"$6,948,859","$6,948,859",100%,-,-,No
Defenseless,"$6,413,375","$6,413,375",100%,-,-,No
My Own Private Idaho,"$6,405,640","$6,401,336",99.9%,-,-,Yes
Rambling Rose,"$6,266,621","$6,266,621",100%,-,-,No
Mystery Date,"$6,166,819","$6,166,819",100%,-,-,No
Barton Fink,"$6,153,939","$6,153,939",100%,-,-,No
Europa Europa,"$5,575,738","$5,575,738",100%,-,-,No
Delirious,"$5,546,827","$5,546,827",100%,-,-,No
Livin' Large!,"$5,467,959","$5,467,959",100%,-,-,No
Eve of Destruction,"$5,451,119","$5,451,119",100%,-,-,No
The Object of Beauty,"$5,136,759","$5,136,759",100%,-,-,No
La Femme Nikita,"$5,017,971","$5,017,971",100%,-,-,No
True Identity,"$4,693,236","$4,693,236",100%,-,-,No
The Hitman,"$4,654,288","$4,654,288",100%,-,-,No
Dutch,"$4,603,929","$4,603,929",100%,-,-,No
Run,"$4,409,328","$4,409,328",100%,-,-,No
Hear My Song,"$4,313,473","$4,313,473",100%,-,-,No
Popcorn,"$4,205,000","$4,205,000",100%,-,-,No
Life Stinks,"$4,102,526","$4,102,526",100%,-,-,No
Impromptu,"$4,076,211","$4,076,211",100%,-,-,No
Antarctica,"$4,075,362",-,-,"$4,075,362",100%,Yes
Paris Is Burning,"$3,779,620","$3,779,620",100%,-,-,No
Mannequin: On the Move,"$3,752,428","$3,752,428",100%,-,-,No
My Heroes Have Always Been Cowboys,"$3,603,615","$3,603,615",100%,-,-,No
Shout,"$3,547,684","$3,547,684",100%,-,-,No
Homicide,"$2,971,661","$2,971,661",100%,-,-,No
Another You,"$2,865,916","$2,865,916",100%,-,-,No
The Man in the Moon,"$2,853,801","$2,853,801",100%,-,-,No
Return to the Blue Lagoon,"$2,807,854","$2,807,854",100%,-,-,No
Straight Out of Brooklyn,"$2,712,293","$2,712,293",100%,-,-,No
Naked Lunch,"$2,641,357","$2,641,357",100%,-,-,No
Showdown in Little Tokyo,"$2,275,557","$2,275,557",100%,-,-,No
29th Street,"$2,120,564","$2,120,564",100%,-,-,No
Cadence,"$2,070,871","$2,070,871",100%,-,-,No
The Double Life of Véronique,"$2,002,966","$1,999,955",99.8%,"$3,011",0.2%,Yes
Ju Dou,"$1,986,433","$1,986,433",100%,-,-,No
Madame Bovary,"$1,942,423","$1,942,423",100%,-,-,No
Spartacus 1991 Re-release,"$1,830,650","$1,830,650",100%,-,-,No
Prospero's Books,"$1,750,301","$1,750,301",100%,-,-,No
Everybody's Fine,"$1,745,470","$1,745,470",100%,-,-,No
My Father's Glory,"$1,730,856","$1,730,856",100%,-,-,No
High Heels,"$1,710,057","$1,710,057",100%,-,-,No
Citizen Kane 1991 Re-release,"$1,585,634","$1,585,634",100%,-,-,No
Truly Madly Deeply,"$1,554,742","$1,554,742",100%,-,-,No
Life Is Sweet,"$1,516,414","$1,516,414",100%,-,-,No
Company Business,"$1,501,785","$1,501,785",100%,-,-,No
My Mother's Castle,"$1,477,071","$1,477,071",100%,-,-,No
Mister Johnson,"$1,464,242","$1,464,242",100%,-,-,No
Book of Love,"$1,382,259","$1,382,259",100%,-,-,No
At Play in the Fields of the Lord,"$1,345,903","$1,345,903",100%,-,-,No
City of Hope,"$1,345,015","$1,345,015",100%,-,-,No
Hearts of Darkness: A Filmmaker's Apocalypse,"$1,318,449","$1,318,449",100%,-,-,No
The Rapture,"$1,277,404","$1,277,404",100%,-,-,No
Kickboxer 2: The Road Back,"$1,250,712","$1,250,712",100%,-,-,No
The Comfort of Strangers,"$1,244,381","$1,244,381",100%,-,-,No
Slacker,"$1,228,108","$1,228,108",100%,-,-,No
Cool as Ice,"$1,193,062","$1,193,062",100%,-,-,No
Year of the Gun,"$1,182,273","$1,182,273",100%,-,-,No
The Unborn,"$1,159,578","$1,159,578",100%,-,-,No
Daddy Nostalgia,"$1,108,429","$1,108,429",100%,-,-,No
Kafka,"$1,059,071","$1,059,071",100%,-,-,No
An Angel at My Table,"$1,054,638","$1,054,638",100%,-,-,No
Whore,"$1,008,404","$1,008,404",100%,-,-,No
Screenplay: Antonia and Jane,"$1,002,078","$1,002,078",100%,-,-,No
Meeting Venus,"$1,000,348","$1,000,348",100%,-,-,No
Talkin' Dirty After Dark,"$978,775","$978,775",100%,-,-,No
The Taking of Beverly Hills,"$939,277","$939,277",100%,-,-,No
Beastmaster 2: Through the Portal of Time,"$869,325","$869,325",100%,-,-,No
The 23rd Tournee of Animation,"$862,309","$862,309",100%,-,-,No
The Miracle,"$835,519","$835,519",100%,-,-,No
Until the End of the World,"$829,625","$829,625",100%,-,-,No
Poison,"$787,280","$787,280",100%,-,-,No
Mindwalk,"$774,048","$774,048",100%,-,-,No
The Story of Boys & Girls,"$741,221","$741,221",100%,-,-,No
Rosencrantz & Guildenstern Are Dead,"$739,104","$739,104",100%,-,-,No
The British Invasion Returns,"$729,102","$729,102",100%,-,-,No
Thousand Pieces of Gold,"$717,772","$717,772",100%,-,-,No
Dice Rules,"$637,327","$637,327",100%,-,-,No
Queens Logic,"$612,781","$612,781",100%,-,-,No
Auntie Danielle,"$604,624","$604,624",100%,-,-,No
The Pope Must Diet,"$582,510","$582,510",100%,-,-,No
The Search for Signs of Intelligent Life in the Universe,"$579,854","$579,854",100%,-,-,No
Rich Girl,"$561,000","$561,000",100%,-,-,No
Hangin' with the Homeboys,"$532,933","$532,933",100%,-,-,No
"Sex, Drugs, Rock & Roll","$530,392","$530,392",100%,-,-,No
Rhapsody in August,"$516,431","$516,431",100%,-,-,No
Meet the Applegates,"$485,772","$485,772",100%,-,-,No
McBain,"$456,127","$456,127",100%,-,-,No
Drowning by Numbers,"$424,773","$424,773",100%,-,-,No
