title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Pink Cadillac,"$12,143,484","$12,143,484",100%,-,-,No
She's Out of Control,"$12,065,892","$12,065,892",100%,-,-,No
Halloween 5: The Revenge of Michael Myers,"$11,642,254","$11,642,254",100%,-,-,No
Gross Anatomy,"$11,604,598","$11,604,598",100%,-,-,No
Police Academy 6: City Under Siege,"$11,567,217","$11,567,217",100%,-,-,No
Young Einstein,"$11,536,599","$11,536,599",100%,-,-,No
Who's Harry Crumb?,"$10,982,364","$10,982,364",100%,-,-,No
New York Stories,"$10,763,469","$10,763,469",100%,-,-,No
The Package,"$10,647,219","$10,647,219",100%,-,-,No
We're No Angels,"$10,555,348","$10,555,348",100%,-,-,No
Cyborg,"$10,166,459","$10,166,459",100%,-,-,No
Henry V,"$10,161,099","$10,161,099",100%,-,-,No
Criminal Law,"$9,974,446","$9,974,446",100%,-,-,No
Tap,"$9,114,702","$9,114,702",100%,-,-,No
Renegades,"$9,015,164","$9,015,164",100%,-,-,No
Scandal,"$8,800,000","$8,800,000",100%,-,-,No
True Believer,"$8,742,750","$8,742,750",100%,-,-,No
Troop Beverly Hills,"$8,508,843","$8,508,843",100%,-,-,No
Cheetah,"$8,153,677","$8,153,677",100%,-,-,No
DeepStar Six,"$8,143,225","$8,143,225",100%,-,-,No
Dead Bang,"$8,125,592","$8,125,592",100%,-,-,No
The Adventures of Baron Munchausen,"$8,083,123","$8,083,123",100%,-,-,No
Dead Calm,"$7,825,135","$7,825,009",100%,-,-,Yes
"Enemies, A Love Story","$7,754,571","$7,754,571",100%,-,-,No
Disorganized Crime,"$7,723,506","$7,723,506",100%,-,-,No
Johnny Handsome,"$7,237,794","$7,237,794",100%,-,-,No
Lawrence of Arabia 1989 Re-release,"$6,986,278","$6,986,278",100%,-,-,No
Relentless,"$6,985,999","$6,985,999",100%,-,-,No
Shag,"$6,957,975","$6,957,975",100%,-,-,No
Roger & Me,"$6,706,368","$6,706,368",100%,-,-,No
Music Box,"$6,263,883","$6,263,883",100%,-,-,No
UHF,"$6,157,157","$6,157,157",100%,-,-,No
Shirley Valentine,"$6,056,912","$6,056,912",100%,-,-,No
Immediate Family,"$5,932,613","$5,932,613",100%,-,-,No
Millennium,"$5,777,099","$5,777,099",100%,-,-,No
Dream a Little Dream,"$5,552,441","$5,552,441",100%,-,-,No
Second Sight,"$5,368,865","$5,368,865",100%,-,-,No
Let It Ride,"$4,973,285","$4,973,285",100%,-,-,No
See You in the Morning,"$4,795,009","$4,795,009",100%,-,-,No
Drugstore Cowboy,"$4,729,352","$4,729,352",100%,-,-,No
The January Man,"$4,611,062","$4,611,062",100%,-,-,No
The Mighty Quinn,"$4,557,214","$4,557,214",100%,-,-,No
Staying Together,"$4,348,025","$4,348,025",100%,-,-,No
Listen to Me,"$4,299,023","$4,299,023",100%,-,-,No
Red Scorpion,"$4,192,440","$4,192,440",100%,-,-,No
Loverboy,"$3,960,327","$3,960,327",100%,-,-,No
The Phantom of the Opera,"$3,953,745","$3,953,745",100%,-,-,No
Earth Girls Are Easy,"$3,916,303","$3,916,303",100%,-,-,No
A Dry White Season,"$3,766,879","$3,766,879",100%,-,-,No
Worth Winning,"$3,690,328","$3,690,328",100%,-,-,No
Old Gringo,"$3,574,256","$3,574,256",100%,-,-,No
Fat Man and Little Boy,"$3,563,162","$3,563,162",100%,-,-,No
Physical Evidence,"$3,560,932","$3,560,932",100%,-,-,No
In Country,"$3,531,971","$3,531,971",100%,-,-,No
Kinjite: Forbidden Subjects,"$3,416,846","$3,416,846",100%,-,-,No
Camille Claudel,"$3,331,676","$3,331,297",100%,-,-,Yes
Rude Awakening,"$3,169,719","$3,169,719",100%,-,-,No
Speed Zone,"$3,077,361","$3,077,361",100%,-,-,No
Fright Night Part 2,"$2,983,784","$2,983,784",100%,-,-,No
976-EVIL,"$2,955,917","$2,955,917",100%,-,-,No
The Adventures of Milo and Otis,"$2,948,215","$2,948,215",100%,-,-,No
Gleaming the Cube,"$2,777,280","$2,777,280",100%,-,-,No
Farewell to the King,"$2,420,917","$2,420,917",100%,-,-,No
Gone with the Wind 1989 Re-release,"$2,403,316","$2,403,316",100%,-,-,No
Chocolat,"$2,317,091","$2,317,091",100%,-,-,No
Sing,"$2,260,616","$2,260,616",100%,-,-,No
Scenes from the Class Struggle in Beverly Hills,"$2,156,471","$2,156,471",100%,-,-,No
Jacknife,"$2,049,769","$2,049,769",100%,-,-,No
Rooftops,"$2,043,889","$2,043,889",100%,-,-,No
Winter People,"$2,023,282","$2,023,282",100%,-,-,No
Erik the Viking,"$1,932,642","$1,932,642",100%,-,-,No
Communion,"$1,919,653","$1,919,653",100%,-,-,No
Breaking In,"$1,877,618","$1,877,618",100%,-,-,No
Cookie,"$1,869,417","$1,869,417",100%,-,-,No
Miss Firecracker,"$1,852,655","$1,852,655",100%,-,-,No
Bloodfist,"$1,770,082","$1,770,082",100%,-,-,No
House III: The Horror Show,"$1,738,897","$1,738,897",100%,-,-,No
Best of the Best,"$1,700,000","$1,700,000",100%,-,-,No
How I Got Into College,"$1,642,239","$1,642,239",100%,-,-,No
Stepfather II: Make Room for Daddy,"$1,519,796","$1,519,796",100%,-,-,No
The Simpsons: Family Portrait/Beat Dedication/Propagandance/Scaredy Cat!/Rarg/Knick Knack/Pencil Dance/Quinoscopio 2/Umbabarauma/Goodnight Norma... Goodnight Milton.../Tin Toy/25 Ways to Quit Smoking,"$1,487,606","$1,487,606",100%,-,-,No
True Love,"$1,354,268","$1,354,268",100%,-,-,No
The Navigator: A Medieval Odyssey,"$1,333,379","$1,333,379",100%,-,-,No
Romero,"$1,316,495","$1,316,495",100%,-,-,No
Babar: The Movie,"$1,305,187","$1,305,187",100%,-,-,No
Apartment Zero,"$1,267,578","$1,267,578",100%,-,-,No
Little Vera,"$1,262,598","$1,262,598",100%,-,-,No
Queen of Hearts,"$1,236,844","$1,236,844",100%,-,-,No
High Hopes,"$1,192,322","$1,192,322",100%,-,-,No
Murmur of the Heart,"$1,160,784","$1,160,784",100%,-,-,No
Miracle Mile,"$1,145,404","$1,145,404",100%,-,-,No
Valmont,"$1,132,112","$1,132,112",100%,-,-,No
Heathers,"$1,108,731","$1,108,462",100%,-,-,Yes
Heart of Dixie,"$1,097,333","$1,097,333",100%,-,-,No
Wired,"$1,089,000","$1,089,000",100%,-,-,No
The Music Teacher,"$1,086,894","$1,086,894",100%,-,-,No
Welcome Home,"$1,029,822","$1,029,822",100%,-,-,No
Pumpkinhead 1989 Re-release,"$1,000,000","$1,000,000",100%,-,-,No
Getting It Right,"$960,385","$960,385",100%,-,-,No
American Ninja 3: Blood Hunt,"$902,152","$902,152",100%,-,-,No
Parents,"$870,532","$870,532",100%,-,-,No
Crack House,"$862,551","$862,551",100%,-,-,No
The Terror Within,"$858,591","$858,591",100%,-,-,No
Akira,"$830,239","$439,162",52.9%,"$391,077",47.1%,Yes
Little Monsters,"$793,775","$793,775",100%,-,-,No
The Toxic Avenger Part II,"$792,966","$792,966",100%,-,-,No
For All Mankind,"$770,132","$770,132",100%,-,-,No
The Girl in a Swing,"$747,013","$747,013",100%,-,-,No
Vampire's Kiss,"$725,131","$725,131",100%,-,-,No
"Distant Voices, Still Lives","$688,329","$688,329",100%,-,-,No
Wuthering Heights,"$624,643","$624,643",100%,-,-,No
The Wizard of Oz 1989 Re-release,"$612,300","$612,300",100%,-,-,No
Eddie and the Cruisers II: Eddie Lives!,"$536,508","$536,508",100%,-,-,No
"Thelonious Monk: Straight, No Chaser","$518,918","$518,918",100%,-,-,No
Slaves of New York,"$463,972","$463,972",100%,-,-,No
The Rainbow,"$444,055","$444,055",100%,-,-,No
How to Get Ahead in Advertising,"$418,053","$418,053",100%,-,-,No
Triumph of the Spirit,"$408,839","$408,839",100%,-,-,No
The Toxic Avenger Part III: The Last Temptation of Toxie,"$363,561","$363,561",100%,-,-,No
Night Game,"$337,812","$337,812",100%,-,-,No
Crusoe,"$315,421","$315,421",100%,-,-,No
Out Cold,"$294,266","$294,266",100%,-,-,No
Powwow Highway,"$283,747","$283,747",100%,-,-,No
Kill Me Again,"$283,694","$283,694",100%,-,-,No
Heavy Petting,"$272,371","$272,371",100%,-,-,No
Paperhouse,"$241,278","$241,278",100%,-,-,No
Weapons of the Spirit,"$232,981","$232,981",100%,-,-,No
