title,worldwide_gross,domestic_gross,domestic_percentage,foreign_gross,foreign_percentage,is_international
Amityville II: The Possession,"$12,534,817","$12,534,817",100%,-,-,No
Monsignor,"$12,408,066","$12,408,066",100%,-,-,No
Making Love,"$11,897,978","$11,897,978",100%,-,-,No
The Seduction,"$11,378,339","$11,378,339",100%,-,-,No
Das Boot,"$10,916,352","$10,915,250",100%,-,-,Yes
Silent Rage,"$10,490,791","$10,490,791",100%,-,-,No
Savannah Smiles,"$10,413,170","$10,413,170",100%,-,-,No
Class Reunion,"$10,054,150","$10,054,150",100%,-,-,No
Hanky Panky,"$9,823,934","$9,823,934",100%,-,-,No
Shoot the Moon,"$9,217,530","$9,217,530",100%,-,-,No
A Midsummer Night's Sex Comedy,"$9,077,269","$9,077,269",100%,-,-,No
Trail of the Pink Panther,"$9,056,073","$9,056,073",100%,-,-,No
If You Could See What I Hear,"$8,693,512","$8,693,512",100%,-,-,No
Night Crossing,"$8,000,000","$8,000,000",100%,-,-,No
The Pirate Movie,"$7,983,086","$7,983,086",100%,-,-,No
The Beast Within,"$7,742,572","$7,742,572",100%,-,-,No
Tex,"$7,400,000","$7,400,000",100%,-,-,No
The Missionary,"$7,241,180","$7,241,180",100%,-,-,No
Cat People,"$7,000,000","$7,000,000",100%,-,-,No
I Ought to Be in Pictures,"$6,968,359","$6,968,359",100%,-,-,No
The Amateur,"$6,892,098","$6,892,098",100%,-,-,No
Six Weeks,"$6,668,025","$6,668,025",100%,-,-,No
Forced Vengeance,"$6,660,333","$6,660,333",100%,-,-,No
The Last Unicorn,"$6,457,117","$6,455,330",100%,-,-,Yes
The Soldier,"$6,328,816","$6,328,816",100%,-,-,No
The Border,"$6,118,683","$6,118,683",100%,-,-,No
Evil Under the Sun,"$6,110,000","$6,110,000",100%,-,-,No
Partners,"$6,062,898","$6,062,898",100%,-,-,No
Still of the Night,"$5,979,947","$5,979,947",100%,-,-,No
The Last American Virgin,"$5,829,781","$5,829,781",100%,-,-,No
Megaforce,"$5,675,599","$5,675,599",100%,-,-,No
Personal Best,"$5,672,311","$5,672,311",100%,-,-,No
Paradise,"$5,588,800","$5,588,800",100%,-,-,No
Cannery Row,"$5,301,539","$5,301,539",100%,-,-,No
Venom,"$5,229,643","$5,229,643",100%,-,-,No
Inchon,"$5,200,986","$5,200,986",100%,-,-,No
Heidi's Song,"$5,124,391","$5,124,391",100%,-,-,No
Tempest,"$5,005,245","$5,005,245",100%,-,-,No
Summer Lovers,"$4,968,000","$4,968,000",100%,-,-,No
Honkytonk Man,"$4,484,991","$4,484,991",100%,-,-,No
Jekyll and Hyde... Together Again,"$3,792,188","$3,792,188",100%,-,-,No
Wrong Is Right,"$3,583,513","$3,583,513",100%,-,-,No
Fighting Back,"$3,355,948","$3,355,948",100%,-,-,No
Penitentiary II,"$3,178,542","$3,178,542",100%,-,-,No
The Challenge,"$2,977,706","$2,977,706",100%,-,-,No
Homework,"$2,914,328","$2,914,328",100%,-,-,No
Jinxed!,"$2,869,638","$2,869,638",100%,-,-,No
It Came from Hollywood,"$2,573,342","$2,573,342",100%,-,-,No
A Stranger Is Watching,"$2,519,559","$2,519,559",100%,-,-,No
A Little Sex,"$2,370,376","$2,370,376",100%,-,-,No
"Yes, Giorgio","$2,279,543","$2,279,543",100%,-,-,No
Barbarosa,"$1,736,123","$1,736,123",100%,-,-,No
"I, the Jury","$1,515,578","$1,515,578",100%,-,-,No
Endangered Species,"$1,474,249","$1,474,249",100%,-,-,No
The Sender,"$1,054,328","$1,054,328",100%,-,-,No
Lookin' to Get Out,"$946,461","$946,461",100%,-,-,No
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean","$840,958","$840,958",100%,-,-,No
The House Where Evil Dwells,"$667,863","$667,863",100%,-,-,No
One from the Heart,"$637,355","$636,796",99.9%,-,-,Yes
The Weavers: Wasn't That a Time,"$524,203","$524,203",100%,-,-,No
Monty Python Live at the Hollywood Bowl,"$327,958","$327,958",100%,-,-,No
I'm Dancing as Fast as I Can,"$291,390","$291,390",100%,-,-,No
Split Image,"$263,635","$263,635",100%,-,-,No
Five Days One Summer,"$199,078","$199,078",100%,-,-,No
The Escape Artist,"$143,369","$143,369",100%,-,-,No
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,"$78,350","$78,350",100%,-,-,No
Movie Madness,"$63,405","$63,405",100%,-,-,No
White Dog,"$46,509","$46,509",100%,-,-,No
Hammett,"$42,914","$42,914",100%,-,-,No
"Ladies and Gentlemen, the Fabulous Stains","$25,728","$25,728",100%,-,-,No
Love & Money,"$14,009","$14,009",100%,-,-,No
Parasite,"$2,270",-,-,"$2,270",100%,Yes
