rank,title,re_release,gross,num_theaters,total_gross,date,distributor
47,Jack and Jill,,"$71,635,888","3,438","$74,158,157",Nov 11 2011,Sony Pictures Releasing
48,No Strings Attached,,"$70,662,220","3,050","$70,662,220",Jan 21 2011,Paramount Pictures
49,Mr. Popper's Penguins,,"$68,224,452","3,342","$68,224,452",Jun 17 2011,Twentieth Century Fox
50,Black Swan,,"$66,088,335","2,407","$106,954,678",Dec 3 2011,-
51,Little Fockers,,"$63,881,175","3,675","$148,438,600",Dec 22 2011,Universal Pictures
52,Unknown,,"$63,686,397","3,043","$63,686,397",Feb 18 2011,Warner Bros.
53,The Adjustment Bureau,,"$62,495,645","2,847","$62,495,645",Mar 4 2011,Universal Pictures
54,Happy Feet Two,,"$60,692,394","3,611","$64,006,466",Nov 18 2011,Warner Bros.
55,Water for Elephants,,"$58,709,717","2,820","$58,709,717",Apr 22 2011,Twentieth Century Fox
56,The Lincoln Lawyer,,"$58,009,200","2,707","$58,009,200",Mar 18 2011,Lionsgate Films
57,Midnight in Paris,,"$56,369,174","1,038","$56,817,045",May 20 2011,Sony Pictures Classics
58,Friends with Benefits,,"$55,802,754","2,926","$55,802,754",Jul 22 2011,Screen Gems
59,I Am Number Four,,"$55,100,437","3,156","$55,100,437",Feb 18 2011,Walt Disney Studios Motion Pictures
60,Source Code,,"$54,712,227","2,971","$54,712,227",Apr 1 2011,Summit Entertainment
61,The Fighter,,"$54,575,215","2,534","$93,617,009",Dec 10 2011,Paramount Pictures
62,Tron: Legacy,,"$54,522,682","3,451","$172,062,763",Dec 17 2011,Walt Disney Studios Motion Pictures
63,Insidious,,"$54,009,150","2,419","$54,009,150",Apr 1 2011,FilmDistrict
64,Madea's Big Happy Family,,"$53,345,287","2,288","$53,345,287",Apr 22 2011,Lionsgate Films
65,Diary of a Wimpy Kid: Rodrick Rules,,"$52,698,535","3,169","$52,698,535",Mar 25 2011,Twentieth Century Fox
66,Footloose,2011 Re-release,"$51,614,979","3,555","$51,802,742",Oct 14 2011,Paramount Pictures
67,The Girl with the Dragon Tattoo,,"$50,338,690","2,950","$102,515,793",Dec 21 2011,Sony Pictures Releasing
68,Hugo,,"$48,623,365","2,608","$73,864,507",Nov 23 2011,Paramount Pictures
69,The Dilemma,,"$48,475,290","2,943","$48,475,290",Jan 14 2011,Universal Pictures
70,Arthur Christmas,,"$45,650,370","3,376","$46,462,469",Nov 23 2011,Sony Pictures Releasing
71,Hall Pass,,"$45,060,734","2,950","$45,060,734",Feb 25 2011,Warner Bros.
72,New Year's Eve,,"$44,205,254","3,505","$54,544,638",Dec 9 2011,Warner Bros.
73,Soul Surfer,,"$43,853,424","2,240","$43,853,424",Apr 8 2011,TriStar Pictures
74,The Adventures of Tintin,,"$43,852,027","3,087","$77,591,831",Dec 21 2011,Paramount Pictures
75,Yogi Bear,,"$42,827,461","3,515","$100,246,011",Dec 17 2011,Warner Bros.
76,Final Destination 5,,"$42,587,643","3,155","$42,587,643",Aug 12 2011,Warner Bros.
77,The Ides of March,,"$40,796,111","2,199","$40,962,534",Oct 7 2011,Sony Pictures Releasing
78,Hanna,,"$40,259,119","2,545","$40,259,119",Apr 8 2011,Focus Features
79,Tangled,,"$39,537,546","3,603","$200,821,936",Nov 24 2011,Walt Disney Studios Motion Pictures
80,Something Borrowed,,"$39,046,489","2,904","$39,046,489",May 6 2011,Warner Bros.
81,Spy Kids 4: All the Time in the World,,"$38,538,188","3,305","$38,538,188",Aug 19 2011,-
82,The Descendants,,"$38,295,831","2,038","$82,584,160",Nov 16 2011,-
83,Scream 4,,"$38,180,928","3,314","$38,180,928",Apr 15 2011,-
84,"Big Mommas: Like Father, Like Son",,"$37,915,414","2,821","$37,915,414",Feb 18 2011,Twentieth Century Fox
85,Red Riding Hood,,"$37,662,162","3,030","$37,662,162",Mar 11 2011,Warner Bros.
86,Paul,,"$37,412,945","2,806","$37,412,945",Mar 18 2011,Universal Pictures
87,The Roommate,,"$37,300,000","2,534","$37,300,000",Feb 4 2011,Screen Gems
88,We Bought a Zoo,,"$37,297,939","3,170","$75,624,550",Dec 23 2011,Twentieth Century Fox
89,Jumping the Broom,,"$37,295,394","2,035","$37,295,394",May 6 2011,TriStar Pictures
90,The Change-Up,,"$37,081,475","2,913","$37,081,475",Aug 5 2011,Universal Pictures
91,30 Minutes or Less,,"$37,053,924","2,888","$37,053,924",Aug 12 2011,Sony Pictures Releasing
92,In Time,,"$37,012,131","3,127","$37,520,095",Oct 28 2011,Twentieth Century Fox
93,Colombiana,,"$36,665,854","2,614","$36,665,854",Aug 26 2011,TriStar Pictures
94,J. Edgar,,"$36,493,051","1,985","$37,306,030",Nov 9 2011,Warner Bros.
95,Sucker Punch,,"$36,392,502","3,033","$36,392,502",Mar 25 2011,Warner Bros.
96,War Horse,,"$36,352,197","2,856","$79,884,879",Dec 25 2011,Walt Disney Studios Motion Pictures
97,Larry Crowne,,"$35,608,245","2,976","$35,608,245",Jul 1 2011,Universal Pictures
98,50/50,,"$35,014,192","2,479","$35,014,192",Sep 30 2011,Summit Entertainment
99,A Very Harold & Kumar Christmas,,"$34,853,056","2,875","$35,061,031",Nov 4 2011,Warner Bros.
100,Drive,,"$34,820,731","2,904","$35,061,555",Sep 16 2011,FilmDistrict
101,Courageous,,"$33,975,486","1,214","$34,522,221",Sep 30 2011,TriStar Pictures
102,The Rite,,"$33,047,633","2,985","$33,047,633",Jan 28 2011,Warner Bros.
103,Arthur,,"$33,035,397","3,276","$33,035,397",Apr 8 2011,Warner Bros.
104,The Debt,,"$31,177,548","1,874","$31,177,548",Aug 31 2011,Focus Features
105,Priest,,"$29,137,000","2,864","$29,137,000",May 13 2011,Screen Gems
106,The Mechanic,,"$29,121,498","2,704","$29,121,498",Jan 28 2011,CBS Films
107,Abduction,,"$28,087,155","3,118","$28,087,155",Sep 23 2011,Lionsgate Films
108,Beastly,,"$27,865,571","1,959","$27,865,571",Mar 4 2011,CBS Films
109,Winnie the Pooh,,"$26,692,846","2,405","$26,692,846",Jul 15 2011,Walt Disney Studios Motion Pictures
110,The Sitter,,"$25,610,935","2,752","$30,441,326",Dec 9 2011,Twentieth Century Fox
111,Killer Elite,,"$25,124,966","2,986","$25,124,966",Sep 23 2011,Open Road Films (II)
112,Season of the Witch,,"$24,827,228","2,827","$24,827,228",Jan 7 2011,Relativity Media
113,Our Idiot Brother,,"$24,816,118","2,555","$24,816,118",Aug 26 2011,The Weinstein Company
114,The Chronicles of Narnia: The Voyage of the Dawn Treader,,"$24,320,853","3,555","$104,386,950",Dec 10 2011,Twentieth Century Fox
115,Don't Be Afraid of the Dark,,"$24,046,682","2,780","$24,046,682",Aug 26 2011,FilmDistrict
116,Sanctum,,"$23,209,310","2,789","$23,209,310",Feb 4 2011,Universal Pictures
117,Monte Carlo,,"$23,186,769","2,473","$23,186,769",Jul 1 2011,Twentieth Century Fox
118,Gulliver's Travels,,"$21,657,544","3,089","$42,779,261",Dec 25 2011,Twentieth Century Fox
119,Your Highness,,"$21,596,445","2,772","$21,596,445",Apr 8 2011,Universal Pictures
120,Mars Needs Moms,,"$21,392,758","3,117","$21,392,758",Mar 11 2011,Walt Disney Studios Motion Pictures
121,Dream House,,"$21,302,340","2,664","$21,302,340",Sep 30 2011,Universal Pictures
122,Conan the Barbarian,,"$21,295,021","3,015","$21,295,021",Aug 19 2011,Lionsgate Films
123,The Three Musketeers,,"$20,374,484","3,017","$20,374,484",Oct 21 2011,Summit Entertainment
124,Country Strong,,"$20,129,285","1,441","$20,218,921",Dec 22 2011,Screen Gems
125,The Eagle,,"$19,490,041","2,296","$19,490,041",Feb 11 2011,Focus Features
126,Shark Night,,"$18,877,153","2,848","$18,877,153",Sep 2 2011,Relativity Media
127,Fright Night,,"$18,302,607","3,114","$18,302,607",Aug 19 2011,Walt Disney Studios Motion Pictures
128,Apollo 18,,"$17,687,709","3,330","$17,687,709",Sep 2 2011,-
129,The Tourist,,"$17,664,192","2,756","$67,631,157",Dec 10 2011,Sony Pictures Releasing
130,The Thing,,"$16,928,670","2,996","$16,928,670",Oct 14 2011,Universal Pictures
131,Harry Potter and the Deathly Hallows: Part 1,,"$15,753,178","4,125","$295,983,305",Nov 19 2011,Warner Bros.
132,African Cats,,"$15,428,747","1,224","$15,428,747",Apr 22 2011,Walt Disney Studios Motion Pictures
133,Born to Be Wild,,"$15,134,212",208,"$25,978,556",Apr 8 2011,Warner Bros.
134,Judy Moody and the Not Bummer Summer,,"$15,013,650","2,524","$15,013,650",Jun 10 2011,Relativity Media
135,What's Your Number?,,"$14,011,084","3,011","$14,011,084",Sep 30 2011,Twentieth Century Fox
136,One Day,,"$13,843,771","1,725","$13,843,771",Aug 19 2011,Focus Features
137,Warrior,,"$13,657,115","1,883","$13,657,115",Sep 9 2011,Lionsgate Films
138,The Tree of Life,,"$13,303,319",237,"$13,303,319",May 27 2011,-
139,The Rum Diary,,"$13,109,815","2,292","$13,109,815",Oct 28 2011,FilmDistrict
140,Glee: The 3D Concert Movie,,"$11,862,398","2,040","$11,862,398",Aug 12 2011,Twentieth Century Fox
141,The Darkest Hour,,"$11,672,484","2,327","$21,443,494",Dec 25 2011,Summit Entertainment
142,The Conspirator,,"$11,538,204",849,"$11,538,204",Apr 15 2011,Roadside Attractions
143,Young Adult,,"$11,306,815",987,"$16,311,571",Dec 9 2011,Paramount Pictures
144,Jane Eyre,,"$11,242,660",319,"$11,242,660",Mar 11 2011,Focus Features
145,Drive Angry,,"$10,721,033","2,290","$10,721,033",Feb 25 2011,Summit Entertainment
146,Straw Dogs,,"$10,324,441","2,408","$10,324,441",Sep 16 2011,Screen Gems
147,Win Win,,"$10,179,275",388,"$10,179,275",Mar 18 2011,-
148,Hoodwinked Too! Hood vs. Evil,,"$10,143,779","2,505","$10,143,779",Apr 29 2011,The Weinstein Company
149,Prom,,"$10,130,219","2,730","$10,130,219",Apr 29 2011,Walt Disney Studios Motion Pictures
150,Hubble,,"$9,918,825",151,"$52,522,904",Mar 19 2011,Warner Bros.
151,I Don't Know How She Does It,,"$9,662,284","2,490","$9,662,284",Sep 16 2011,The Weinstein Company
152,Blue Valentine,,"$9,571,672",450,"$9,706,328",Dec 29 2011,The Weinstein Company
153,My Week with Marilyn,,"$8,616,645",630,"$14,600,347",Nov 23 2011,The Weinstein Company
154,How Do You Know,,"$8,403,729","2,483","$30,212,620",Dec 17 2011,Sony Pictures Releasing
155,Johnny English Reborn,,"$8,305,970","1,554","$8,305,970",Oct 21 2011,Universal Pictures
156,127 Hours,,"$8,132,002",916,"$18,335,230",Nov 5 2011,-
157,Kevin Hart: Laugh at My Pain,,"$7,706,436",287,"$7,706,436",Sep 9 2011,Codeblack Entertainment
158,Sarah's Key,,"$7,693,187",319,"$7,693,187",Jul 22 2011,The Weinstein Company
159,The Big Year,,"$7,204,138","2,150","$7,204,138",Oct 14 2011,Twentieth Century Fox
160,Take Me Home Tonight,,"$6,928,068","2,003","$6,928,068",Mar 4 2011,Relativity Media
161,Cedar Rapids,,"$6,861,102",462,"$6,861,102",Feb 11 2011,-
162,Beginners,,"$5,790,894",170,"$5,790,894",Jun 3 2011,Focus Features
163,The Guard,,"$5,334,881",203,"$5,360,274",Jul 29 2011,Sony Pictures Classics
164,Cave of Forgotten Dreams,,"$5,304,920",123,"$5,304,920",Apr 29 2011,IFC Films
165,Margin Call,,"$5,237,509",199,"$5,354,039",Oct 21 2011,Roadside Attractions
166,Biutiful,,"$5,101,237",191,"$5,101,237",Jan 28 2011,Roadside Attractions
167,Megamind,,"$4,648,061","3,949","$148,415,853",Nov 5 2011,DreamWorks
168,Atlas Shrugged: Part I,,"$4,627,375",465,"$4,627,375",Apr 15 2011,Rocky Mountain Pictures
169,The Artist,,"$4,596,579","1,756","$44,671,682",Nov 25 2011,The Weinstein Company
170,Anonymous,,"$4,463,292",513,"$4,463,292",Oct 28 2011,Sony Pictures Releasing
171,The Company Men,,"$4,441,272",277,"$4,441,272",Jan 21 2011,The Weinstein Company
172,Barney's Version,,"$4,439,201",281,"$4,439,201",Jan 14 2011,Sony Pictures Classics
173,Seven Days in Utopia,,"$4,373,074",561,"$4,373,074",Sep 2 2011,Visio Entertainment
174,The Way,2010 Re-release,"$4,154,206",283,"$4,430,765",Oct 7 2011,-
175,The Social Network,,"$4,086,412","2,921","$96,962,694",Oct 1 2011,Sony Pictures Releasing
176,Buck,,"$4,038,912",152,"$4,038,912",Jun 17 2011,IFC Films
177,Of Gods and Men,,"$3,939,252",120,"$3,951,596",Feb 25 2011,Sony Pictures Classics
178,Under the Sea 3D,,"$3,602,854",108,"$36,262,926",Feb 13 2011,Warner Bros.
179,Tinker Tailor Soldier Spy,,"$3,566,606",886,"$24,149,393",Dec 9 2011,Focus Features
180,Like Crazy,,"$3,365,267",162,"$3,395,391",Oct 28 2011,Paramount Vantage
181,The King's Speech,PG-13 Version,"$3,344,306","1,011","$3,344,306",Apr 1 2011,The Weinstein Company
182,Sea Rex 3D: Journey to a Prehistoric World,,"$3,324,264",14,"$6,096,582",May 28 2011,3D Entertainment
183,Zindagi Na Milegi Dobara,,"$3,108,485",100,"$3,108,485",Jul 15 2011,Eros Worldwide
184,From Prada to Nada,,"$3,033,623",261,"$3,033,623",Jan 28 2011,Lionsgate Films
185,The Skin I Live In,,"$3,032,532",116,"$3,185,812",Oct 14 2011,Sony Pictures Classics
186,Martha Marcy May Marlene,,"$2,990,625",183,"$2,990,625",Oct 21 2011,-
187,Another Year,,"$2,989,252",236,"$3,205,706",Dec 29 2011,Sony Pictures Classics
188,Don 2,,"$2,952,602",167,"$3,680,306",Dec 22 2011,Reliance Big Pictures
189,Everything Must Go,,"$2,711,643",245,"$2,711,643",May 13 2011,Roadside Attractions
190,The Way Back,,"$2,701,859",678,"$2,701,859",Jan 21 2011,Newmarket Films
191,Bucky Larson: Born to Be a Star,,"$2,529,395","1,500","$2,529,395",Sep 9 2011,Sony Pictures Releasing
192,Ra.One,,"$2,511,689",189,"$2,511,689",Oct 26 2011,Eros Worldwide
193,Melancholia,,"$2,492,800",145,"$3,030,848",Nov 11 2011,Magnolia Pictures
194,Unstoppable,,"$2,458,185","3,261","$81,562,942",Nov 12 2011,Twentieth Century Fox
195,The Grace Card,,"$2,430,735",352,"$2,430,735",Feb 25 2011,The Samuel Goldwyn Company
196,Space Station 3D,,"$2,175,891",64,"$93,383,953",Apr 19 2011,IMAX
197,The Illusionist,,"$2,144,648",206,"$2,231,474",Dec 25 2011,Sony Pictures Classics
198,Incendies,,"$2,071,334",90,"$2,071,334",Apr 22 2011,Sony Pictures Classics
199,Burlesque,,"$2,037,608","3,037","$39,440,655",Nov 24 2011,Screen Gems
200,The Trip,,"$2,030,962",62,"$2,030,962",Jun 10 2011,IFC Films
